genome	E25	E31	H19	H40	H45	P33	E44	E56	H06	H43	P05	P65	P75	H09	H47	P43	P45	E18	E48	H34	H37	P09	P64	E58	P36	P58	E27	H08	H20	H23	P53	E34	H16	H25	P14	P34	P51	P60	P72	H32	P48	H07	H12	P01	E30	H10	P47	P67	P79	H39	P25
ASV_1	0	0	0	0	0	0	0	0	0.01922349201543934	8.754012255617158e-4	0	0	1.392951664577239e-4	0	1.007759750075582e-4	0.9807213930348259	0	0	0.12623937677053823	0	0	0	0	0	0	0	0.14155732209558472	0	0	0	0	0.2708018154311649	0	0	0	0	0	0	0	0	0	0	4.4576523031203565e-4	0	0.8827178797071368	3.134304967873374e-4	0	0	7.228861228454605e-4	0	0
ASV_2	0	0	0	0	0.1087835354649026	0	0	0	0.002144352783874467	0.016049022468631456	0.005698005698005698	0	0	0	0	0	0.3826511967842134	0	0	0.2314313037934332	0.009973045822102426	0	0	0.009693761569187803	0	0.0012862547288776797	0	0	0	0.023845781131030665	0	0	0	6.575702778234424e-4	0	0	0	0	0	0.0016037357609490343	0	0	0.004160475482912333	0	0	0.14264221908791724	0.14725077121021873	0	0.4025346194682269	0.001829268292682927	0
ASV_3	0	0	0.025600608761821936	0	0.18425712472018976	0	0.18476249228871067	0	0	0	0	0	0.4228653015740354	0.21850731031465345	3.627935100272095e-4	0	0	0	0.005642115203021719	0.009005419190309213	0	0	0	0	0	0	0	0.10034003091190108	0	0	0	0	0.07227882825511904	0	0	0	0	0	0	0.07410202589561567	0	5.027652086475615e-4	0.10120221531811428	0	0	0.0013164080865068171	0.0011471267575067045	0	0	0.0014227642276422765	0.15111239526148512
ASV_4	0.27467637540453077	0.003432213777886737	0.03190564191759974	0	0	0.035034833869239015	0.0017890191239975325	0	0.0016145715078584222	0	0	0	0.0019849561220225656	1.8230211105844607e-4	0	0	0	0.16882371235137916	6.373937677053824e-4	0	0	0	0	0.5045627252947098	0	7.313997477931904e-4	0.0010854643552660984	0.0014219474497681607	0.09850840253453501	0	0	0	0.3160821005192515	2.839508017873956e-4	0	0	0.03139475038600103	0.18004473161033796	0.005723096221188523	0.08462064573948727	0	0	1.4858841010401187e-4	0	0	0	0.002278751802074129	0.04236710586097229	0	0	3.333851932522837e-4
ASV_5	0	0	0	0	0	0.00857449088960343	0	0.18199802176063304	0	0	0	0.03468780971258672	0	0.0012396543551974333	0	0.0018656716417910447	0	2.3922872658548838e-4	0	0	0	0	0.0329771576944707	0	0.0023424267541172655	1.7654476670870113e-4	0.15260351818152795	0	0	0	0	0	0	0	0	0	0	6.21272365805169e-4	0	0	0.1820676768561502	0	0	0	0	9.402914903620122e-5	0.03250709203366972	7.383007723761926e-4	0	0	0
ASV_6	0	0	0.03130775084248288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00872464827334186	1.1961436329274419e-4	0	0.0322760599298693	0	0	0	0.020702757120124704	0	0.01021437578814628	3.8310506656450533e-4	0.004698608964451314	0.007477665394151679	0.008929189451097113	0	0	0	0.006710205789607401	0.32876688145467386	0	0	0	0.30078921235561595	2.59427843682932e-4	0	0.02853192559074912	0	0	0	0.12552891396332863	0.02598087088623293	0.00779948508253824	0.015429100684482798	0	0.004422910230480297
ASV_7	0	0	0.019947820415262527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04120178514504304	0	0	0	0	0	0.16532156368221942	0	0	0.004762092172065017	0.004222329895480031	0	0	0.005584402860781816	0	0	3.7416397736307936e-4	0	0	0	0	0	0	8.10482236930974e-5	0	0	0	0.00593715605574416	0.3083257610177192	0	0	0
ASV_8	0.04409385113268608	0	0.0018480269594521143	0.005523781590653566	0	0.11270766345123258	0	0	0.014127500693761195	0.0052524073533702946	0	0	0	0.02355343274875123	0.02237226645167792	0	0	0	0	0	9.883198562443845e-4	0	0.0015196295454273508	0	0.0010450827056830876	0.014653215636822195	0	0	0.012948167971978434	0	0.20253816916833087	0	0	5.380120454919074e-4	0	0	0	0	0	0.03476333105351289	0.0839878154409117	0.020613373554550025	0.0015129001756044847	0.0010472201066260471	0	0.0019746121297602257	0.061805329488908524	4.164773587763138e-4	5.421645921340954e-4	0.04065040650406504	0.004511812948680906
ASV_9	0	0	0	0	0	0	0.0017273288093769279	0	0	0	0	0.0023125206475057814	0	0	0.055023682354126774	0	0	3.109973445611349e-4	0	0	0	0	7.179352183121344e-5	0	0	0	0.002713660888165246	0	0	0	0.0032210268633640405	0.007564296520423601	0	0	0	0	0	0	0	0	0.006676204101096805	0	0	0	0	0	3.100342587855958e-4	0	0	0	0
ASV_10	0.00337108953613808	0	0	0.20002932981375568	0	0	0.15465761875385564	0	0	0	0	0	1.7411895807215488e-4	0.022459620082400555	0	0	0	0	0.00996222851746931	0.0011954096270321963	0	0	0	0	0	0.0015636822194199243	0	0.011561051004636785	1.9678066826714943e-4	0	0.021387618372737227	0	0.23821886940335063	0	0	0	5.881920447025954e-4	0	0	0.09230914365227236	0	0	0.12923139267864378	0	0	7.208901426108761e-4	0	0	0	0.00548780487804878	0
ASV_11	0.013888888888888888	0	0.01016414827698663	0	0	0.06383976420150053	0	0	0	0	0	0	0	0	0.0014713292351103498	0	0	0	0	0	0	0.4416826003824092	7.53831979227741e-4	0	0.002234314750081084	0.0039848675914249685	0	0	0	0	0.039683050956644976	0	0	0.24403329696770434	6.531909259422721e-4	0.013844067162433936	0	0	0.0024042230700883293	0.04039999056626023	0.002121592556908314	0	0	0.0019992383853769994	0	0	0	0.06716643949719825	6.325253574897779e-4	0	0.035383281843842374
ASV_12	0	0	0.037069246657245356	0.0024930341692330255	0.0032407871437639905	0	0	0	0.03574762229117788	0.053691275167785234	0	0	0	0.05195610165165713	0	0	0.016124611730312443	0	0	0.2248167038571884	0.01761006289308176	0	0	0	0	0	0	0.007047913446676971	0.03392498720925656	0.01377448605246764	0	0	3.1840893504457725e-4	0.002690060227459537	0	0	0	0	0	0.1003042381075918	0	0.12405731523378583	0.0013778198027826556	0	0	0.0128193073186021	0.05042707219147716	0	0	0.3017276422764228	0
ASV_13	0.10666127292340885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.207466935745433e-5	0	0	0	0	0	0.516395026734523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_14	0	0	0.004076530057614958	0	0.03728575724165581	0	0	0	0.0015136607886172709	0	0	0	0	0	0	0	0.14142152384432669	0	0	0.04622250557857826	0.44833782569631625	0	0	0.001932257331211639	0	0.001210592686002522	0	0	7.084104057617379e-4	0.1193327334394684	0	0	0	0	0	0	0.0013969561061686641	0	0	0.001014127025306007	0	0	0.006416317709036877	0	0	0.006989500078357624	0.04351330822055837	0	0.1854880610838774	0.004573170731707317	0
ASV_15	0	0.007354743809757294	0.039515164691814327	0	0	3.014469453376206e-4	3.701418877236274e-4	0	0	0	0.6999050332383666	0	0	0	0	0	0	0	9.442870632672332e-5	0	0	0.0076481835564053535	0	0.01536063391030429	0	3.278688524590164e-4	6.704338664878843e-4	0	0.025424062340115707	0.0338132484252786	0	0	0	0.002450943762796467	0	0.0010289509377484683	0.0016175281229321374	0	0	0	0	0.09338863750628457	0	0	4.5617316333280114e-5	0.031531107976806146	4.495496752391139e-4	0	0.23362775882711725	0	0
ASV_16	0	0	0	0	0	0	0	0.005934718100890208	0	0	0	0.06706309877766765	0	0.0020417836438545956	0	0	0	0.001459295232171479	4.1312559017941453e-4	0	0	0	0.045098297296973906	0	0	0	0.02190083963860422	0	0	0	0	0	0	0	0	0	0	0.0017395626242544733	0	0	0.00743530602512822	0	0	0	0	0	0.013470988544234138	0	0	0	0
ASV_17	0	0	0.018697684530927274	0.004203939971647847	0	0	0	0	8.32513433739499e-4	0	0	0	0	0	0	0	0	0	0	0.006136436085431941	0.002336028751123091	0	0	0	0	0	0	0	0.004683379904758157	0	0	0	0	3.736194760360468e-4	7.061523523700238e-5	0	0	0	0	0	0	0.03494218200100553	0.0024584627853572877	0	0	0.003635793762733114	0	0	0	0.39034552845528453	0
ASV_18	0	0.004658004412846286	0	0.009629955516449138	0.004343322976178544	0	0	0	0	0.04610446454625036	0	0	0.0011491851232762224	0	0	0	0.03170107801936781	0	0	0	0	0	0	0	0	0	0	0.002472952086553323	0.0028729977567003816	0	0	0	0	0	0	0.00579954164912773	0	0	0	0	0	0	0	0	0	0	0.003022834023159559	0	0	0	0
ASV_19	0	0	0	0	0	0	0	0	0	0	0	0.022794846382556987	0	0	0.056797339514259804	0	0	0	0	0	0	0	0.10366984552427219	0	0	0	0.027838968170354052	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006238260683386373	0	0	0	0	0	0.0029143220325846004	0	0	0	0
ASV_20	0.16248651564185546	0	0	0	0	0	0.001110425663170882	0	0.002169580463684755	0	0	0	0.001497423039420532	0	0	0	0	0.04306117078538791	3.7771482530689327e-4	0	0	0	0	0.13014321436690157	0	5.548549810844893e-4	0.0015643456884717301	0.00544049459041731	0	0	0	0	0.008425590281179583	0	0	0	0.05602529225792221	0.05106858846918489	0.004207390372654576	0	0	0	0	0	0	0	0.0012711404610209428	5.868544600938967e-4	3.6144306142273027e-4	0	0.00108905829795746
ASV_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1530585392693955e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12619502868068833	0	0	7.928213629319976e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006076671472197678	0.04265106769650159	0	0	0
ASV_24	0	0	0	0	0.08760148341184724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6167542503863988	0	0	0	0	0	0	0	0	0	0	0	0.015707176717530247	0	0	0	0	0	0	0.005999162907501279	0	0	0	0
ASV_25	0	0	0	0	0.3312953125522034	0	0	0	0	0	0	0	0.009158657194595347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028674362179251524	0	0	0	0	0	0	0	0	0	0.0037204111054271495	0	0	0	0
ASV_26	0	0	0	0	0	0	0	0.043521266073194856	0	0	0	0.011892963330029732	0	0	0.001068225335080117	0	0	0	0	0	0	0	0.12483696887750828	0	2.5226134275109014e-4	0	4.1503048877821407e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02778507683473962	0	0	0	0	0	0.010789192205738735	0	0	0	0
ASV_27	0	0	0	0	0	0	0.019370758790869833	0	0	0	0	0	0	0	0	0	0	1.913829812683907e-4	0	0	0	0.26481835564053535	0	0	0	0	4.1503048877821407e-4	0	0	0	0	0	0	0	2.1184570571100716e-4	0	0	0	0	0.002476356689700715	0	0	0	0	0	0	0	0	0	0	0
ASV_28	0	0	0	0	0	0	0	0.003956478733926805	0	0	0	0	0	0	0.19544492592965837	0	0	0	0	0	0	0	0.04248979933710648	0	0	0	9.577626664112633e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	7.396377721331737e-4	0	0	0	0	0	0.01998170797873165	0	0	0	0
ASV_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.91501416430595e-4	0.027414727446605038	0	0	0	0	0	0	0	0	0	0	0	0	1.9594396002743216e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03939497198243223	0	0	0
ASV_30	0.037756202804746494	0	0	0	0	5.693997856377278e-4	0	0	0	0	0	0	0	0	0	0	0	0.0013875266141958327	0	0	0	0.027724665391969407	0	0	0.008721034992251972	0	0.003000989688088625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07494671688417856	0	0	0	0	0	0	0	0	0	0
ASV_31	0	0	0	0	0	0	0	0.003956478733926805	0	0	0	0.007928642220019821	0	0	0	0	0	0	0	0	0	0	0.10451940219927489	0	0	0	0.0027455863103789547	0	0	0	0	0	0	0	0	1.4031149151115475e-4	0	0	0	0	8.95350987319105e-4	0	0	0	0	0	9.61106202235347e-4	0	0	0	0
ASV_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.982106322865586e-4	0	0	0	0	0	0	0	0	0	0	0.3900962132580104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_33	0	0	0	0	0	0	0.0020974706971005554	0.016815034619188922	0	0	0.014719848053181387	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010450827056830876	0	0	0	0	0	0	0	0	0	0	0	0.0409528711124182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	0	0	0	0	0	0	0	0.04846686449060336	0	0	0	0.11133135117277833	0	0.0013125751996208117	0.0023178474251738385	0	0	0	0	0	0	0	0.05096143491318967	0	0	0	0.01567538230693101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03718626220159022	0	0	0	0	0	0.004216465919484103	0	0	0	0
ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1803588290840416e-4	0	0	0	0	0	0	1.7654476670870113e-4	0	0	0	0	0	0	0	0.3115538086769387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0	0	0	0	0	0	0	0	0	0	0	0	0.06341412452987881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01544004117344313	0	0	0	0	0	0	0	0	0	0	4.164773587763138e-4	0	0	6.667703865045674e-5
ASV_37	0	0	0	0	0	1.339764201500536e-4	0	0.03165182987141444	0	0	0	0.0023125206475057814	0	6.198271775987166e-4	0	0	0	0	0	0	0	0	0.01703899584794132	0	0.004360517496125986	1.008827238335435e-4	0.028062446125850016	0	0	0	0	0	0	0	0	1.8708198868153968e-4	0	0	0	0	0.022130740708300487	0	0	0	0	0	0.007440822210854299	0	0	0	0
ASV_38	0	0	0.0029894553755843026	0	0	0	0.001850709438618137	0	0.0024218572617876336	0	0	0	0	0	0	0	0	5.023803258295257e-4	0.00198300283286119	0	0	0	0	5.19598610073718e-4	0	0	0.0023305558216007408	0	0.008068007398953126	0.0018689001176714888	0	0.03479576399394856	0	0	0	0	0	0	0.32119897559190924	0	0	0	0	0	0	0.0027581883717285693	0	0	1.8072153071136513e-4	0	0
ASV_39	0	0	0	0	0	0.005827974276527331	0	0	0	0	0	0.014866204162537165	0	0	0.11327219590849541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_40	0.009573894282632146	0	0.016143059028155233	0	0	0.034599410503751336	0.0010487353485502777	0	0.00433916092736951	0	0	0	1.7411895807215488e-4	0	0	0	0	0.010071529389249061	0	0	0	0	0	0	0	0.001008827238335435	0.006193531909459503	7.418856259659969e-4	0.07761029556456374	0.0026995223921921505	0	0.02042360060514372	0.029612030959145684	0	0	0.0062672466208315795	0.00816116462024851	0.014786282306163022	0	0	0	0	0	0	0	0	1.3951541645351812e-4	0	0	0	0.21783388527104217
ASV_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1955823233153497e-4	0	0	0	0	0	0	0	0	0	0	0	0.013884971007679048	9.921096281139065e-4	0	0	0	0
ASV_42	0	0	2.7176867050766385e-4	0	0	0	0	0	0.003834607331163753	0	0	0	0	0	0	0	0	0.006507021363125284	5.075542965061379e-4	0	0	0	0	6.982106322865586e-4	0	0.19422446406052962	0	0	0.002046518949978354	1.384370457534436e-4	0	0	0	0	0	0	0	0.009070576540755467	0.19259917420164113	0	0	0	0	0	0	4.074596458235386e-4	0	0	0	0	0
ASV_44	0	0	1.6306120230459833e-4	0	0	6.028938906752412e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2732439190725165e-4	0	0.06312736443883984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029158722038785286	0.03916780251400878	0	0	0
ASV_45	0.0016181229773462784	0	0.008261767583432982	6.843623209659285e-4	2.0046106043900973e-4	0.0028804930332261523	0.0012338062924120913	0	0.0030273215772345418	0.008170411438576015	0	0	0	0	3.627935100272095e-4	0	0.0014617211766855473	0	0	0.007650621613006056	8.984725965858042e-4	0	0	0	0	5.548549810844893e-4	0	0	0.0023220118855523633	6.921852287672181e-4	0.004445017071442376	0	0	0.030711520930163046	0	0.0020111313783265517	0	0	0.001933831599853656	8.962052781774014e-4	1.7517736708417273e-4	0.02275012569130216	0.001999189517763069	3.808073115003808e-4	0	0	7.285805081461501e-4	0.011983189459336666	2.259019133892064e-4	0.010670731707317074	0.02542617740537417
ASV_46	0	0	0	0	0	0	0	0.142433234421365	0	0	0	0.06937561942517344	0	0	0.06179582787463469	0	0	0	0	0	0	0	0.03501130747968842	0	0	0	9.89688088624972e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027833737214485222	0	0	0	0	0	0.025376304081601016	0	0	0	0
ASV_47	0	0	0	0	0	0	0	0.05341246290801187	0	0	0	0.02576808721506442	0	0.0023334670215481093	0	0	0	0	0	0	0	0	0.010254508034891651	0	0.0018379040686150852	0	0.014781470484947164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07386645645382617	0	0	0	0	0	0.01263389604551303	0	0	0	0
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012768345727515083	0	0	0	0	0	0	0.16550047278130486	0	0	0	0	0	0	0	0
ASV_49	0	0	0	0	0	0	0	0	0	0	0	0	0.19522217579050008	0	6.046558500453492e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011763840894051909	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3335407730091347e-4
ASV_50	0.02575512405609493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24463529580632043	0	0	0	0	0	1.9484947877764427e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2621769383697813	0	0	0	0	0	0	0	0	4.6505138817839374e-5	0	0	0	0
ASV_51	0.002292340884573894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17267667555306113	0	0	0	0	0	0	0	0	0.006888214766325297	0	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0.0023125206475057814	0	6.562875998104059e-4	0	0	0	2.3922872658548838e-4	0	0	0	0	0.0674978761083125	0	0	0	2.554033777096702e-4	0	0	0	0	0	0	0	0	0	0	4.970178926441351e-4	0	0	0.0011191887341488814	0	0	0	0	0	9.146010634175076e-4	0	0	0	0
ASV_53	0	0	0	0	0	0	5.55212831585441e-4	0	0.15845505688841796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.839857837244551e-5	0	0	0	0.03443198703228421	0	0	0	0	0	0	0	0
ASV_54	0.009708737864077669	0	0	0	0	0	0	0	0	0	0.003798670465337132	0	2.089427496865859e-4	0	0	0	0.00790243011145624	3.109973445611349e-4	0	0	0	0	0	0.012973727795278148	0	0.018310214375788145	0.003703348976790218	0.002287480680061824	0	0.0012459334117809926	0	0	0.0014940726952091701	0.023836922571099785	0	0	0	0	0.016542100036586002	0.0016744888092261976	0	0	0	7.616146230007616e-4	0	0	0	0	0.01621975738134502	0	0
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023707440100882724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	0	0	0.0014948773106792576	0	0	0	0.1781536326882132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17594433399602386	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_57	0	0	0.0260354386346342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010783580621039788	0.3041115802588773	0	0	0	8.369076263207448e-4	0	0	0	0	0	0	0	0	0	0	0	0.03535496003761166	0	0	0	0	0
ASV_58	0	0	0	0	0.003040326083324981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05893980233602875	0	0	0.0019160198746468354	0	0	0	0	0	0.09597148196857479	0	0	0	0	0	0	0	0	0	0	0	0	0.005038497906254221	0	0	0	0.02072579019981708	0	0.09422368807463799	0	0
ASV_59	0	0	0	0	0	0.4477491961414791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.144754688742342e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.111906296535017e-4
ASV_60	0	0	0	0	0	0	0.00283775447254781	0	0	0	0	0	0	4.7398548875195976e-4	0	0	0.0015073999634569706	0	0	0.04964934650940389	0.0022461814914645105	0	0	0.0021108693534244794	0	7.566204287515763e-5	0	0.007357032457496136	0	0	0	0	3.918879200548643e-4	8.966867424865124e-5	0.1167093300379557	0	0.0027203882067495036	0	0	0	0	0	0	0	0	6.268609935746748e-4	0	0	0	0.0040650406504065045	0
ASV_61	0	0	0	0	0	5.359056806002144e-4	0	0	0	0	0	0.024446646845061117	0	0	0	0	0	0	0	0	0	0	0.03971378315963289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012554377974365713	0	0	0	0	0	0.0023562603667705282	0	0	0	0
ASV_62	0	0	0.014077617132296988	0	0	0	0	0	0.004768031484144403	0	0	0	0	0.0012761147774091224	0	0	0	5.263031984880745e-4	0	0	0	0	0	0	0	0.0013871374527112232	0.009641477508540051	0.0011746522411128285	0.011885552363335826	0.005502872568699384	0	0.012859304084720122	0.04516508278632311	3.287851389117212e-4	0	0	0.017645761341077863	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05469739737292468
ASV_63	0	0	0	0	0	3.3494105037513397e-4	0	0.0771513353115727	0	0	0	0.10109018830525272	0	0	0.0030031240552252344	0	0	0	0	0	0	0	0.026491809555717755	0	0	0	0.0026178846215241195	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01967825756912207	0	0	0	0	0	0.02602737602505077	0	0	0	0
ASV_64	0	0	0	0	0	4.0192926045016077e-4	0	0.016815034619188922	0	0	0	0.044598612487611496	0	0	0.02581880479693641	0	0	0.001172220760268893	0	0	0	0	0.005336651789453532	0	6.847093588958161e-4	0	3.1925422213708774e-4	0	0	0	0	0	0	0	0	0	0	2.4850894632206757e-4	0	0	0.004720056835323543	0	0	0	0	0	0.007998883876668372	0	0	0	0
ASV_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16274483317573957	0	0	0	0	0	0	0	0
ASV_66	0	0	0	0	0	0	3.701418877236274e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003276661514683153	0	0	0	0	0	0	0	0	0	0	0	0.26515884059338224	0	0	0	0	0	0	0	0	0	0.004979674796747968	0
ASV_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009044263306595655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09075420263516583	0	0	0
ASV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03801402613962385	0	0	0	1.1366219595362583e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02676823659819344	0	0	0	0.6048172124904798	0	0	0	0	0	0	0
ASV_69	0	0	0	0	0	0	0	0	2.0182143848230277e-4	0	0	0	1.7411895807215488e-4	0.022167936704707042	0	0	0	0	0	0	0	0	0	0	0	1.7654476670870113e-4	0	0	0	0.0013843704575344361	0	0	0.001053198785147448	0.0017186495897658152	0	0	5.14668039114771e-4	0	0	0	9.245472151664672e-4	0	0	0.05064737242955065	0	0.003040275818837173	1.550171293927979e-4	0	5.195744007951747e-4	0	0
ASV_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704474792396395	0	0	0	0	0.09524307683110905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_73	0	0	0	0	0	0	0	0.028684470820969338	0	0	0	0.005285761480013214	0	0	0	0	0	3.827659625367814e-4	0	0	0	0	0.019491941177174447	0	3.2433601210854447e-4	0	8.619863997701369e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02920595992331124	0	0	0	0	0	0.011331752158613527	0	0	0	0
ASV_74	0	0	0	0	0	0	0	0	0.25212543202401677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023455233291298865	0	0.0014219474497681607	0	0	0	0	0	0	0	5.144754688742342e-4	0	0	0	0	0	0.03594771241830065	0	0	0	0.002037298229117693	3.100342587855958e-4	0	0	0	0
ASV_75	0	0	0	0	0	0	0	0.03956478733926805	0	0	0	0.028410967955071028	0	0	0.020739695656555476	0	0	0	0	0	0	0	0.026144807533533557	0	0.0011892320443979963	0	6.065830220604668e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012710091189551643	0	0	0	0	0	0.007828365034336295	0	0	0	0
ASV_76	0	0	0	0	0	1.0048231511254019e-4	0.004380012338062924	0.011869436201780416	0	0	0	0.00726792203501817	0	6.927480220220951e-4	0	0	0	0.002368364393196335	0.0028564683663833807	0	0	0	0.005910999964103239	0	0.0015135680565065408	0	0.012897870574338345	0	0	0	0	0.0030257186081694403	0	0	0	0	0	4.970178926441351e-4	0	0	0.0077078041517036	0	0	0	1.1404329083320029e-4	0	0.003921933373637787	0	0	0	0
ASV_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06994439050225086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090691610248559e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0	0	0	0	0	0	0	0.006433058351623402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030667771811596814	0.001437578814627995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017394447330968893	0	0
ASV_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206320010121359	0	0	0	0	0	0	0	0	0	0
ASV_83	0	0	2.7176867050766385e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.627935100272095e-4	0	0	0	0	0	0	0	0	0.01734160361121034	0	0	0	0	0	0	0	0	0	0.001046134532900931	0	8.418689490669286e-4	0.02043967355341519	0	0	0	0	0	0	0	0	0.0012537219871493496	0	0	0	0	0
ASV_86	0	0	0	0	0	2.0096463022508038e-4	0	0.002967359050445104	0	0	0	0.00726792203501817	0	2.1876253327013527e-4	0.02825758339211932	0	0	0	0	0	0	0	0.006090483768681273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008174943797261395	0	0	0	0	0	0.017454928769629043	0	0	0	0
